arrival,departure,time
Sta98,Sta107,1020
Sta40,Sta131,1140
Sta39,Sta141,1020
Sta129,Sta9,1020
Sta27,Sta104,3840
Sta135,Sta107,1800
Sta4,Sta87,1020
Sta115,Sta74,3180
Sta104,Sta92,4800
Sta108,Sta9,1200
Sta107,Sta88,10020
Sta98,Sta158,2040
Sta124,Sta87,4440
Sta123,Sta132,2940
Sta20,Sta133,1800
Sta99,Sta126,1800
Sta59,Sta15,1320
Sta106,Sta81,2340
Sta151,Sta9,1800
Sta44,Sta61,4560
Sta25,Sta32,1260
Sta40,Sta86,1020
Sta156,Sta71,1620
Sta96,Sta118,1380
Sta86,Sta49,10140
Sta55,Sta23,1020
Sta129,Sta68,1800
Sta158,Sta159,2640
Sta3,Sta162,1020
Sta159,Sta162,1320
Sta154,Sta23,1800
Sta109,Sta2,1800
Sta89,Sta137,1020
Sta82,Sta23,1200
Sta1,Sta64,1260
Sta23,Sta123,1860
Sta65,Sta47,1800
Sta112,Sta125,1020
Sta47,Sta52,1200
Sta132,Sta43,1020
Sta67,Sta143,1800
Sta78,Sta110,2040
Sta126,Sta160,1800
Sta138,Sta20,2220
Sta6,Sta168,2460
Sta29,Sta98,1740
Sta127,Sta133,1260
Sta120,Sta127,1980
Sta122,Sta23,1440
Sta137,Sta17,1020
Sta134,Sta95,1020
Sta80,Sta1,1500
Sta75,Sta20,1680
Sta100,Sta39,1260
Sta87,Sta109,1080
Sta84,Sta38,1560
Sta29,Sta77,2220
Sta115,Sta55,1020
Sta67,Sta1,1020
Sta30,Sta141,1800
Sta47,Sta9,1020
Sta12,Sta149,4500
Sta31,Sta17,1020
Sta98,Sta48,1260
Sta56,Sta90,1020
Sta34,Sta30,2520
Sta123,Sta42,3540
Sta31,Sta30,1800
Sta55,Sta72,1620
Sta33,Sta75,2400
Sta23,Sta40,1020
Sta146,Sta25,1020
Sta5,Sta47,1020
Sta5,Sta138,1020
Sta80,Sta129,11940
Sta17,Sta28,2940
Sta29,Sta103,2340
Sta63,Sta56,1200
Sta68,Sta76,1020
Sta63,Sta92,1020
Sta136,Sta23,1140
Sta69,Sta17,1020
Sta69,Sta81,1800
Sta118,Sta132,1140
Sta97,Sta159,1380
Sta63,Sta138,1440
Sta21,Sta148,1800
Sta142,Sta115,1440
Sta89,Sta3,2220
Sta121,Sta157,3720
Sta126,Sta130,1800
Sta80,Sta110,1020
Sta56,Sta84,1020
Sta9,Sta94,4080
Sta126,Sta25,1740
Sta135,Sta84,1020
Sta39,Sta20,1260
Sta155,Sta63,13500
Sta158,Sta72,1740
Sta107,Sta131,1680
Sta29,Sta22,1260
Sta55,Sta118,1020
Sta35,Sta159,3480
Sta95,Sta103,1380
Sta42,Sta44,1020
Sta115,Sta12,2100
Sta97,Sta25,2700
Sta148,Sta63,1740
Sta94,Sta87,1020
Sta127,Sta141,2760
Sta22,Sta133,1020
Sta63,Sta113,1620
Sta147,Sta115,2040
Sta160,Sta89,3600
Sta162,Sta88,1800
Sta16,Sta126,1260
Sta122,Sta13,1020
Sta162,Sta32,1800
Sta107,Sta79,1020
Sta108,Sta21,1860
Sta112,Sta109,1020
Sta63,Sta115,1020
Sta40,Sta51,4080
Sta72,Sta148,1800
Sta23,Sta111,1020
Sta65,Sta127,1800
Sta42,Sta112,1020
Sta88,Sta103,1020
Sta49,Sta11,7380
Sta3,Sta25,1080
Sta51,Sta47,1800
Sta73,Sta60,3060
Sta92,Sta120,1200
Sta87,Sta126,2880
Sta108,Sta76,13980
Sta89,Sta167,1680
Sta143,Sta8,7020
Sta163,Sta115,1140
Sta63,Sta20,1380
Sta64,Sta128,1260
Sta126,Sta125,1800
Sta107,Sta130,1800
Sta93,Sta47,1500
Sta127,Sta90,2400
Sta5,Sta160,3780
Sta117,Sta63,2340
Sta90,Sta63,1320
Sta145,Sta88,1020
Sta81,Sta139,1440
Sta159,Sta129,1020
Sta153,Sta30,4380
Sta89,Sta135,1500
Sta26,Sta146,2160
Sta23,Sta95,1020
Sta68,Sta134,3420
Sta1,Sta9,1020
Sta132,Sta126,1500
Sta64,Sta67,1620
Sta84,Sta30,2220
Sta158,Sta26,1500
Sta107,Sta67,1140
Sta54,Sta5,1440
Sta17,Sta126,1020
Sta167,Sta67,1800
Sta123,Sta107,1020
Sta155,Sta30,10020
Sta109,Sta42,1020
Sta125,Sta12,5880
Sta146,Sta84,1920
Sta127,Sta151,1020
Sta86,Sta54,1140
Sta137,Sta115,1260
Sta73,Sta17,3360
Sta142,Sta108,2580
Sta121,Sta44,1800
Sta47,Sta138,1260
Sta68,Sta126,11400
Sta118,Sta44,2100
Sta98,Sta56,1020
Sta81,Sta163,1320
Sta54,Sta115,1020
Sta59,Sta134,1020
Sta61,Sta99,5880
Sta22,Sta83,1560
Sta20,Sta53,1800
Sta152,Sta7,1260
Sta121,Sta9,4860
Sta36,Sta118,1920
Sta81,Sta159,1020
Sta148,Sta115,2580
Sta44,Sta100,1200
Sta71,Sta81,1260
Sta67,Sta49,1800
Sta88,Sta131,1800
Sta104,Sta34,1440
Sta28,Sta66,6120
Sta142,Sta31,1800
Sta107,Sta158,3060
Sta158,Sta81,3180
Sta60,Sta22,1440
Sta25,Sta162,1260
Sta67,Sta119,1500
Sta30,Sta133,1020
Sta27,Sta117,3660
Sta118,Sta168,1020
Sta81,Sta130,1800
Sta148,Sta93,1680
Sta86,Sta107,1680
Sta46,Sta66,3240
Sta90,Sta75,2220
Sta146,Sta152,3480
Sta107,Sta3,1620
Sta161,Sta30,1020
Sta89,Sta95,1620
Sta159,Sta29,1020
Sta108,Sta83,1080
Sta63,Sta106,2160
Sta134,Sta136,1800
Sta142,Sta67,1800
Sta29,Sta134,1440
Sta159,Sta41,1140
Sta5,Sta130,1560
Sta109,Sta108,1800
Sta9,Sta56,1740
Sta115,Sta88,1800
Sta139,Sta123,1680
Sta2,Sta126,1740
Sta115,Sta83,1320
Sta30,Sta69,1800
Sta98,Sta89,1560
Sta70,Sta26,1020
Sta119,Sta63,1800
Sta123,Sta135,2160
Sta107,Sta122,3540
Sta97,Sta129,1740
Sta73,Sta142,4020
Sta110,Sta159,1380
Sta92,Sta142,2100
Sta130,Sta97,3060
Sta74,Sta65,1020
Sta158,Sta146,1800
Sta67,Sta3,1140
Sta134,Sta42,1800
Sta46,Sta142,1800
Sta120,Sta63,1020
Sta15,Sta86,1140
Sta118,Sta54,1020
Sta41,Sta72,1020
Sta67,Sta135,1680
Sta36,Sta68,4560
Sta127,Sta130,1860
Sta95,Sta31,1140
Sta132,Sta86,1800
Sta89,Sta125,1800
Sta127,Sta72,1440
Sta70,Sta83,2460
Sta125,Sta108,4560
Sta90,Sta17,1020
Sta141,Sta31,1680
Sta80,Sta107,1020
Sta51,Sta81,1800
Sta134,Sta17,1020
Sta4,Sta68,3960
Sta103,Sta126,1800
Sta29,Sta97,1980
Sta65,Sta108,1800
Sta107,Sta46,1500
Sta41,Sta130,1320
Sta16,Sta55,1200
Sta36,Sta114,2340
Sta2,Sta167,1020
Sta111,Sta41,2820
Sta64,Sta154,1080
Sta78,Sta84,1860
Sta70,Sta89,1560
Sta149,Sta5,1800
Sta79,Sta159,1020
Sta26,Sta89,1020
Sta50,Sta66,1080
Sta137,Sta26,1020
Sta88,Sta89,1800
Sta33,Sta131,2580
Sta77,Sta5,2580
Sta61,Sta115,14340
Sta83,Sta150,1020
Sta130,Sta3,1020
Sta158,Sta94,1920
Sta113,Sta141,1020
Sta125,Sta31,4020
Sta127,Sta115,1440
Sta134,Sta35,1800
Sta49,Sta139,4800
Sta126,Sta149,1800
Sta118,Sta119,2640
Sta115,Sta5,1020
Sta37,Sta127,2700
Sta21,Sta61,1020
Sta78,Sta56,1560
Sta126,Sta53,1020
Sta107,Sta27,1200
Sta108,Sta86,1380
Sta47,Sta115,1080
Sta39,Sta49,4200
Sta25,Sta77,3060
Sta69,Sta167,1440
Sta160,Sta35,1140
Sta84,Sta27,3120
Sta32,Sta14,1080
Sta157,Sta4,1320
Sta134,Sta69,1200
Sta4,Sta63,1860
Sta96,Sta132,240
Sta40,Sta28,3360
Sta67,Sta125,4440
Sta84,Sta158,1260
Sta118,Sta15,1020
Sta114,Sta146,1260
Sta112,Sta41,4440
Sta142,Sta22,2880
Sta120,Sta47,1860
Sta42,Sta1,3180
Sta69,Sta10,1020
Sta56,Sta127,1800
Sta67,Sta85,2280
Sta20,Sta141,1800
Sta55,Sta114,1140
Sta54,Sta89,1260
Sta28,Sta81,4740
Sta83,Sta79,1020
Sta99,Sta63,1800
Sta92,Sta91,1020
Sta37,Sta16,1140
Sta99,Sta67,1800
Sta104,Sta107,1800
Sta142,Sta135,1020
Sta15,Sta113,1080
Sta107,Sta144,1020
Sta5,Sta67,1020
Sta96,Sta99,3540
Sta63,Sta26,1560
Sta70,Sta37,1140
Sta89,Sta56,1140
Sta89,Sta86,15120
Sta146,Sta126,1800
Sta4,Sta46,1860
Sta104,Sta32,5100
Sta65,Sta97,1560
Sta121,Sta35,1140
Sta23,Sta129,1800
Sta115,Sta109,1800
Sta12,Sta72,2100
Sta135,Sta9,10740
Sta40,Sta162,1020
Sta126,Sta70,1260
Sta50,Sta61,1080
Sta49,Sta141,10140
Sta17,Sta100,1080
Sta146,Sta71,3660
Sta40,Sta29,1020
Sta144,Sta108,1020
Sta99,Sta81,4440
Sta100,Sta23,1020
Sta47,Sta167,15540
Sta141,Sta86,1860
Sta145,Sta94,1020
Sta51,Sta68,1500
Sta19,Sta168,1020
Sta115,Sta130,1680
Sta92,Sta136,2880
Sta42,Sta121,1380
Sta128,Sta3,3480
Sta78,Sta76,1980
Sta126,Sta48,1620
Sta108,Sta167,1800
Sta37,Sta136,1800
Sta162,Sta140,1560
Sta93,Sta95,1020
Sta67,Sta9,1320
Sta30,Sta135,1800
Sta120,Sta129,1560
Sta63,Sta147,3000
Sta14,Sta92,1620
Sta83,Sta67,1020
Sta168,Sta141,1020
Sta81,Sta42,1800
Sta80,Sta115,2100
Sta4,Sta126,1800
Sta72,Sta39,1440
Sta56,Sta118,1020
Sta146,Sta104,4560
Sta100,Sta109,1800
Sta23,Sta137,1020
Sta70,Sta86,1500
Sta139,Sta1,2700
Sta94,Sta81,1800
Sta52,Sta108,1500
Sta119,Sta97,4200
Sta154,Sta126,1320
Sta127,Sta163,1140
Sta14,Sta5,2280
Sta87,Sta75,1020
Sta167,Sta76,3240
Sta68,Sta123,1020
Sta9,Sta154,1680
Sta30,Sta132,2520
Sta35,Sta141,1200
Sta89,Sta72,1800
Sta74,Sta108,1800
Sta168,Sta89,1800
Sta108,Sta25,1560
Sta89,Sta161,2820
Sta40,Sta143,3300
Sta146,Sta149,4140
Sta17,Sta20,1020
Sta78,Sta81,1140
Sta88,Sta30,3480
Sta89,Sta144,1500
Sta25,Sta49,3960
Sta44,Sta1,2880
Sta51,Sta66,1620
Sta41,Sta149,3480
Sta115,Sta39,1020
Sta123,Sta89,1260
Sta5,Sta87,1800
Sta72,Sta162,1020
Sta144,Sta5,1020
Sta114,Sta87,1800
Sta134,Sta38,1320
Sta5,Sta50,2160
Sta7,Sta117,2160
Sta134,Sta142,1080
Sta135,Sta160,1800
Sta149,Sta80,1380
Sta107,Sta159,1020
Sta168,Sta1,1620
Sta87,Sta143,56400
Sta147,Sta167,1260
Sta135,Sta63,1080
Sta167,Sta5,1500
Sta134,Sta103,1020
Sta95,Sta17,1020
Sta115,Sta140,1500
Sta157,Sta40,1200
Sta8,Sta158,2460
Sta114,Sta46,1020
Sta104,Sta123,1800
Sta115,Sta65,3780
Sta103,Sta136,2760
Sta129,Sta83,1020
Sta84,Sta63,1140
Sta89,Sta27,1680
Sta1,Sta154,1020
Sta126,Sta46,11100
Sta44,Sta144,1800
Sta120,Sta155,4080
Sta127,Sta92,1020
Sta168,Sta2,1020
Sta108,Sta68,1440
Sta25,Sta4,2520
Sta136,Sta20,1260
Sta27,Sta81,1020
Sta30,Sta9,1260
Sta5,Sta146,1380
Sta49,Sta95,4800
Sta118,Sta30,1380
Sta20,Sta46,1380
Sta77,Sta49,6780
Sta27,Sta151,1020
Sta141,Sta29,1620
Sta146,Sta86,1020
Sta136,Sta126,1980
Sta84,Sta59,1020
Sta84,Sta136,1500
Sta88,Sta37,3360
Sta125,Sta134,1800
Sta40,Sta64,2040
Sta115,Sta49,3600
Sta44,Sta41,3000
Sta124,Sta134,3600
Sta1,Sta40,1080
Sta63,Sta2,1620
Sta100,Sta6,2820
Sta127,Sta52,1020
Sta3,Sta84,1260
Sta137,Sta56,1020
Sta44,Sta4,2340
Sta115,Sta17,1020
Sta88,Sta1,1800
Sta20,Sta121,1800
Sta151,Sta89,1800
Sta5,Sta141,1800
Sta114,Sta162,1080
Sta76,Sta1,2100
Sta135,Sta85,1020
Sta129,Sta142,2700
Sta132,Sta23,1020
Sta103,Sta30,3120
Sta115,Sta85,1140
Sta95,Sta61,3120
Sta131,Sta63,1320
Sta8,Sta157,3000
Sta121,Sta115,1800
Sta50,Sta39,3300
Sta47,Sta13,2460
Sta158,Sta115,1560
Sta88,Sta22,4080
Sta124,Sta93,4020
Sta167,Sta72,1020
Sta52,Sta100,2760
Sta23,Sta92,1800
Sta143,Sta63,2940
Sta131,Sta67,1260
Sta103,Sta39,1500
Sta67,Sta20,1620
Sta136,Sta100,2100
Sta133,Sta108,1740
Sta32,Sta121,5940
Sta63,Sta9,1020
Sta1,Sta65,1800
Sta115,Sta75,2460
Sta37,Sta162,1260
Sta63,Sta98,1020
Sta40,Sta142,1200
Sta155,Sta20,4020
Sta99,Sta86,3240
Sta20,Sta35,2880
Sta4,Sta135,1020
Sta26,Sta134,1020
Sta93,Sta72,1020
Sta41,Sta22,1020
Sta108,Sta47,1020
Sta141,Sta61,4080
Sta30,Sta146,1620
Sta30,Sta156,1920
Sta118,Sta28,2880
Sta68,Sta53,1800
Sta146,Sta32,1320
Sta98,Sta9,1020
Sta74,Sta24,4680
Sta85,Sta59,1020
Sta86,Sta56,1020
Sta119,Sta20,3300
Sta136,Sta43,2460
Sta22,Sta108,1500
Sta28,Sta52,5580
Sta29,Sta12,1800
Sta30,Sta162,1380
Sta20,Sta107,2160
Sta143,Sta138,1860
Sta124,Sta20,1800
Sta20,Sta132,1080
Sta157,Sta94,2220
Sta32,Sta85,2220
Sta126,Sta144,1020
Sta131,Sta142,1080
Sta20,Sta126,1020
Sta46,Sta31,1800
Sta64,Sta149,1560
Sta104,Sta108,1800
Sta40,Sta104,1800
Sta21,Sta66,1020
Sta2,Sta59,1020
Sta41,Sta158,1800
Sta65,Sta126,10560
Sta149,Sta115,1800
Sta7,Sta89,3540
Sta91,Sta82,3720
Sta55,Sta101,1020
Sta144,Sta61,1800
Sta122,Sta118,1680
Sta168,Sta157,1020
Sta69,Sta126,1020
Sta31,Sta94,3060
Sta37,Sta30,1800
Sta99,Sta8,3300
Sta1,Sta156,2880
Sta153,Sta121,1020
Sta126,Sta71,2760
Sta134,Sta91,2160
Sta54,Sta30,15660
Sta57,Sta27,1020
Sta114,Sta95,1020
Sta153,Sta11,1020
Sta80,Sta41,2400
Sta84,Sta43,2400
Sta134,Sta141,1020
Sta130,Sta61,3480
Sta126,Sta114,1020
Sta44,Sta141,1020
Sta70,Sta103,2580
Sta76,Sta135,3360
Sta122,Sta119,4560
Sta87,Sta89,1800
Sta48,Sta108,1080
Sta151,Sta23,2760
Sta27,Sta132,3420
Sta157,Sta69,1440
Sta107,Sta127,1020
Sta40,Sta95,1020
Sta154,Sta83,1080
Sta5,Sta61,2280
Sta142,Sta32,2640
Sta156,Sta167,3840
Sta64,Sta83,1020
Sta62,Sta134,1020
Sta118,Sta112,1800
Sta10,Sta16,1020
Sta141,Sta95,1020
Sta92,Sta74,3600
Sta34,Sta63,2340
Sta31,Sta20,1020
Sta29,Sta35,1800
Sta95,Sta120,1620
Sta66,Sta132,4380
Sta27,Sta86,2520
Sta69,Sta137,1020
Sta130,Sta120,1380
Sta5,Sta83,1020
Sta25,Sta98,1740
Sta149,Sta128,1020
Sta160,Sta95,2340
Sta55,Sta52,3420
Sta61,Sta15,1800
Sta40,Sta25,11700
Sta91,Sta72,1260
Sta167,Sta165,2100
Sta21,Sta83,2040
Sta54,Sta19,1800
Sta115,Sta161,1800
Sta88,Sta108,3600
Sta40,Sta22,1740
Sta121,Sta131,3360
Sta64,Sta65,1800
Sta43,Sta69,1020
Sta106,Sta123,2040
Sta28,Sta126,1800
Sta30,Sta109,3660
Sta127,Sta71,1440
Sta16,Sta57,4200
Sta26,Sta126,1140
Sta55,Sta39,1440
Sta127,Sta5,1020
Sta108,Sta154,1020
Sta127,Sta108,1020
Sta142,Sta98,1860
Sta138,Sta100,1800
Sta99,Sta37,10980
Sta114,Sta86,1020
Sta156,Sta22,1500
Sta110,Sta126,15540
Sta54,Sta17,1020
Sta129,Sta53,1020
Sta146,Sta134,1800
Sta89,Sta162,1620
Sta65,Sta106,1320
Sta71,Sta76,1020
Sta5,Sta97,1500
Sta5,Sta104,1800
Sta89,Sta73,4140
Sta47,Sta146,12060
Sta151,Sta126,1800
Sta72,Sta79,2280
Sta123,Sta76,1260
Sta81,Sta1,1200
Sta118,Sta5,1020
Sta41,Sta118,1740
Sta2,Sta87,1200
Sta72,Sta120,12900
Sta5,Sta142,1800
Sta32,Sta61,2040
Sta141,Sta47,10140
Sta3,Sta126,1440
Sta30,Sta65,3540
Sta27,Sta74,1800
Sta122,Sta17,1740
Sta59,Sta62,1140
Sta136,Sta29,1800
Sta41,Sta40,1500
Sta89,Sta130,1800
Sta125,Sta153,1080
Sta26,Sta162,1020
Sta40,Sta54,1020
Sta2,Sta108,3360
Sta158,Sta50,4380
Sta20,Sta50,1800
Sta39,Sta9,1680
Sta32,Sta141,2400
Sta129,Sta154,1080
Sta32,Sta69,2640
Sta101,Sta148,3660
Sta59,Sta135,1020
Sta167,Sta20,1260
Sta35,Sta109,1020
Sta27,Sta155,1800
Sta162,Sta123,1440
Sta135,Sta167,1140
Sta126,Sta165,2340
Sta151,Sta57,1020
Sta126,Sta138,1260
Sta26,Sta101,1020
Sta137,Sta160,3540
Sta67,Sta154,1380
Sta52,Sta117,4320
Sta126,Sta119,1800
Sta65,Sta83,2460
Sta85,Sta5,1920
Sta5,Sta27,1080
Sta104,Sta64,1800
Sta74,Sta142,4740
Sta13,Sta118,1020
Sta157,Sta85,1020
Sta153,Sta33,1140
Sta142,Sta66,3660
Sta32,Sta115,1740
Sta130,Sta131,2160
Sta77,Sta138,3360
Sta115,Sta2,1440
Sta14,Sta127,1020
Sta134,Sta127,1800
Sta92,Sta32,1020
Sta118,Sta1,1380
Sta64,Sta146,1800
Sta52,Sta53,1860
Sta27,Sta63,1620
Sta25,Sta129,1020
Sta159,Sta54,1860
Sta115,Sta87,1800
Sta6,Sta63,1800
Sta95,Sta86,1020
Sta126,Sta85,1440
Sta80,Sta53,2100
Sta53,Sta29,1020
Sta56,Sta32,2220
Sta33,Sta35,1020
Sta15,Sta168,1020
Sta53,Sta81,1200
Sta114,Sta122,1800
Sta138,Sta54,2160
Sta158,Sta135,1020
Sta158,Sta40,1440
Sta143,Sta105,1020
Sta20,Sta137,1020
Sta121,Sta33,1020
Sta122,Sta166,1020
Sta28,Sta159,4620
Sta26,Sta127,2520
Sta101,Sta95,1320
Sta92,Sta25,1020
Sta134,Sta90,1020
Sta15,Sta20,1080
Sta156,Sta66,1020
Sta144,Sta129,1020
Sta20,Sta72,1380
Sta30,Sta46,1380
Sta21,Sta79,2520
Sta67,Sta35,3420
Sta53,Sta40,1140
Sta72,Sta14,1800
Sta81,Sta149,3240
Sta158,Sta125,1920
Sta57,Sta71,1200
Sta161,Sta50,1020
Sta162,Sta73,2580
Sta107,Sta150,1080
Sta63,Sta44,2340
Sta104,Sta81,3720
Sta28,Sta94,4260
Sta157,Sta146,1740
Sta81,Sta141,1800
Sta98,Sta53,1140
Sta17,Sta32,2460
Sta54,Sta23,1020
Sta163,Sta130,2100
Sta81,Sta167,1800
Sta146,Sta115,10080
Sta60,Sta148,180
Sta25,Sta94,3420
Sta46,Sta1,1020
Sta78,Sta66,2640
Sta131,Sta115,1080
Sta161,Sta113,1800
Sta94,Sta86,1800
Sta81,Sta111,3120
Sta1,Sta129,1020
Sta127,Sta154,1200
Sta40,Sta159,1080
Sta2,Sta8,1980
Sta107,Sta72,2280
Sta85,Sta103,1020
Sta139,Sta151,1020
Sta131,Sta5,1020
Sta56,Sta40,1020
Sta87,Sta6,1020
Sta161,Sta149,4260
Sta17,Sta92,1980
Sta129,Sta106,2040
Sta54,Sta95,1320
Sta98,Sta117,2340
Sta129,Sta40,1140
Sta66,Sta41,1080
Sta162,Sta9,1680
Sta67,Sta122,3000
Sta12,Sta78,2040
Sta43,Sta20,1500
Sta50,Sta17,3540
Sta149,Sta156,5280
Sta83,Sta74,1860
Sta127,Sta64,1380
Sta101,Sta119,4020
Sta42,Sta88,1020
Sta56,Sta46,1140
Sta61,Sta30,1680
Sta123,Sta149,2700
Sta47,Sta48,1020
Sta55,Sta160,2400
Sta94,Sta88,1020
Sta57,Sta123,1320
Sta119,Sta30,1380
Sta79,Sta105,1800
Sta115,Sta34,1800
Sta47,Sta18,1260
Sta87,Sta47,3960
Sta88,Sta122,3120
Sta83,Sta42,3480
Sta93,Sta23,1500
Sta132,Sta88,3600
Sta61,Sta139,1500
Sta7,Sta168,11400
Sta79,Sta108,1020
Sta81,Sta30,1740
Sta106,Sta74,1020
Sta107,Sta68,1740
Sta160,Sta75,1020
Sta56,Sta155,1800
Sta35,Sta117,1020
Sta155,Sta160,1800
Sta125,Sta35,1080
Sta40,Sta52,1800
Sta47,Sta74,2100
Sta126,Sta90,1320
Sta133,Sta88,1800
Sta135,Sta110,3120
Sta79,Sta5,1020
Sta61,Sta52,1800
Sta9,Sta107,1500
Sta112,Sta142,1680
Sta42,Sta115,2160
Sta90,Sta135,1080
Sta37,Sta56,1020
Sta145,Sta76,5280
Sta81,Sta156,1800
Sta20,Sta135,1020
Sta98,Sta138,1020
Sta112,Sta158,1620
Sta34,Sta79,2280
Sta35,Sta108,3660
Sta114,Sta120,1620
Sta161,Sta41,1020
Sta35,Sta39,2040
Sta83,Sta1,1020
Sta146,Sta91,1500
Sta5,Sta119,1800
Sta48,Sta128,2880
Sta76,Sta126,1800
Sta30,Sta26,2100
Sta80,Sta108,1020
Sta30,Sta44,2820
Sta99,Sta118,2520
Sta88,Sta141,1800
Sta63,Sta132,2100
Sta144,Sta123,1140
Sta26,Sta91,2280
Sta61,Sta29,2580
Sta48,Sta89,1800
Sta158,Sta167,1020
Sta59,Sta3,1920
Sta146,Sta49,4140
Sta90,Sta96,1440
Sta71,Sta51,1020
Sta2,Sta162,1320
Sta122,Sta98,2820
Sta143,Sta118,3600
Sta80,Sta104,1800
Sta15,Sta135,1020
Sta22,Sta100,2160
Sta152,Sta26,1860
Sta100,Sta61,1800
Sta1,Sta157,1800
Sta79,Sta80,1680
Sta138,Sta44,3300
Sta120,Sta40,2100
Sta114,Sta154,2280
Sta28,Sta88,1800
Sta115,Sta143,3180
Sta72,Sta144,1680
Sta88,Sta47,3660
Sta49,Sta41,1800
Sta119,Sta100,3060
Sta70,Sta72,1680
Sta93,Sta59,1740
Sta141,Sta162,1500
Sta122,Sta61,4920
Sta5,Sta74,1800
Sta159,Sta65,2820
Sta27,Sta158,3300
Sta9,Sta76,1800
Sta117,Sta23,2160
Sta87,Sta108,4080
Sta25,Sta5,1260
Sta154,Sta30,1440
Sta111,Sta98,1800
Sta23,Sta56,1020
Sta137,Sta32,10380
Sta66,Sta110,3780
Sta20,Sta114,1020
Sta65,Sta79,3300
Sta22,Sta148,1500
Sta32,Sta4,2940
Sta149,Sta108,2220
Sta91,Sta25,1380
Sta99,Sta10,3540
Sta34,Sta40,2700
Sta138,Sta120,1800
Sta68,Sta94,5160
Sta16,Sta59,1680
Sta98,Sta120,1800
Sta142,Sta167,1020
Sta107,Sta81,1080
Sta67,Sta54,1740
Sta26,Sta133,2940
Sta20,Sta48,2700
Sta40,Sta154,1800
Sta131,Sta144,1200
Sta131,Sta79,1140
Sta61,Sta158,11340
Sta36,Sta126,2400
Sta10,Sta17,1380
Sta122,Sta161,4020
Sta141,Sta112,1740
Sta86,Sta21,1980
Sta97,Sta108,1020
Sta144,Sta1,1020
Sta107,Sta7,4620
Sta125,Sta11,1020
Sta55,Sta94,2460
Sta141,Sta76,3720
Sta20,Sta95,1020
Sta130,Sta56,1800
Sta134,Sta165,1020
Sta15,Sta49,1800
Sta160,Sta156,6300
Sta17,Sta30,1800
Sta155,Sta48,1800
Sta1,Sta32,1740
Sta44,Sta147,1020
Sta18,Sta29,1080
Sta48,Sta123,1020
Sta46,Sta63,1020
Sta90,Sta30,2400
Sta61,Sta14,11160
Sta107,Sta134,1800
Sta32,Sta5,1200
Sta9,Sta131,1620
Sta63,Sta28,1800
Sta15,Sta37,1560
Sta5,Sta52,1980
Sta98,Sta108,1020
Sta108,Sta81,1020
Sta80,Sta143,4200
Sta44,Sta134,1500
Sta134,Sta40,1020
Sta111,Sta118,1140
Sta138,Sta141,2640
Sta100,Sta30,10260
Sta25,Sta110,2940
Sta67,Sta74,1800
Sta40,Sta57,3000
Sta58,Sta23,1980
Sta125,Sta87,1080
Sta88,Sta5,1800
Sta26,Sta142,1260
Sta144,Sta21,1080
Sta141,Sta118,1500
Sta92,Sta115,1500
Sta97,Sta74,1020
Sta129,Sta150,1260
Sta141,Sta142,1020
Sta136,Sta142,2580
Sta131,Sta98,1020
Sta81,Sta109,4440
Sta127,Sta99,4320
Sta39,Sta98,1020
Sta53,Sta76,2040
Sta41,Sta133,1020
Sta90,Sta23,1020
Sta162,Sta19,1260
Sta122,Sta15,2400
Sta64,Sta5,1140
Sta141,Sta48,1800
Sta28,Sta46,3660
Sta33,Sta125,1020
Sta14,Sta86,2340
Sta53,Sta89,1860
Sta89,Sta9,1800
Sta154,Sta80,1020
Sta22,Sta141,2700
Sta86,Sta30,1560
Sta70,Sta99,1740
Sta54,Sta88,2880
Sta59,Sta20,1320
Sta13,Sta10,1920
Sta62,Sta19,1740
Sta1,Sta110,1740
Sta115,Sta104,1800
Sta149,Sta15,3780
Sta122,Sta28,1140
Sta88,Sta137,1800
Sta162,Sta109,1800
Sta141,Sta56,1500
Sta88,Sta85,1140
Sta161,Sta110,3360
Sta138,Sta40,1500
Sta23,Sta119,3240
Sta107,Sta55,2520
Sta59,Sta19,1800
Sta135,Sta1,13080
Sta133,Sta104,4560
Sta137,Sta101,1380
Sta130,Sta64,2700
Sta129,Sta18,1020
Sta154,Sta88,4080
Sta135,Sta72,1020
Sta115,Sta78,1020
Sta53,Sta158,1800
Sta20,Sta16,1020
Sta41,Sta168,2160
Sta85,Sta87,1320
Sta23,Sta138,2100
Sta162,Sta70,1140
Sta110,Sta34,1020
Sta27,Sta49,3300
Sta63,Sta109,17040
Sta135,Sta101,1320
Sta47,Sta72,1740
Sta135,Sta104,4740
Sta56,Sta47,1620
Sta134,Sta31,1200
Sta134,Sta133,2820
Sta9,Sta27,1620
Sta44,Sta40,1560
Sta3,Sta20,1680
Sta16,Sta13,1140
Sta125,Sta56,4260
Sta104,Sta114,4800
Sta123,Sta98,1020
Sta9,Sta100,1620
Sta98,Sta52,1620
Sta104,Sta117,6060
Sta115,Sta123,1260
Sta84,Sta168,1020
Sta113,Sta30,2160
Sta93,Sta14,1980
Sta5,Sta23,1200
Sta54,Sta127,2160
Sta137,Sta59,1680
Sta20,Sta131,1080
Sta6,Sta134,2100
Sta123,Sta78,1020
Sta33,Sta127,4440
Sta55,Sta63,1740
Sta134,Sta11,3240
Sta129,Sta52,1800
Sta133,Sta138,1020
Sta107,Sta162,1680
Sta139,Sta35,5640
Sta81,Sta144,1560
