arrival,Stain,distin,departure,Staout,distout,time
Sta25,11号线,Dist6,Sta129,2号线,Dist1,17
Sta143,3号线,Dist7,Sta105,2号线,Dist4,17
Sta42,3号线,Dist5,Sta88,10号线,Dist5,17
Sta20,11号线,Dist5,Sta135,10号线,Dist5,17
Sta20,11号线,Dist5,Sta95,12号线,Dist5,17
Sta70,11号线,Dist5,Sta69,5号线,Dist5,17
Sta79,2号线,Dist1,Sta1,1号线,Dist1,17
Sta131,3号线,Dist5,Sta59,4号线,Dist8,17
Sta29,3号线,Dist8,Sta135,10号线,Dist5,17
Sta16,5号线,Dist5,Sta115,11号线,Dist5,17
Sta159,1号线,Dist1,Sta9,2号线,Dist1,17
Sta84,4号线,Dist5,Sta142,3号线,Dist5,17
Sta146,11号线,Dist6,Sta72,12号线,Dist6,17
Sta84,4号线,Dist5,Sta162,11号线,Dist5,17
Sta83,1号线,Dist2,Sta144,3号线,Dist6,17
Sta35,3号线,Dist5,Sta88,10号线,Dist5,17
Sta78,2号线,Dist1,Sta67,3号线,Dist6,17
Sta105,2号线,Dist4,Sta156,3号线,Dist7,17
Sta108,1号线,Dist1,Sta53,2号线,Dist1,17
Sta44,3号线,Dist5,Sta135,10号线,Dist5,17
Sta86,11号线,Dist8,Sta135,10号线,Dist5,17
Sta20,11号线,Dist5,Sta29,3号线,Dist8,17
Sta83,1号线,Dist2,Sta78,2号线,Dist1,17
Sta90,12号线,Dist5,Sta16,5号线,Dist5,17
Sta72,12号线,Dist6,Sta157,10号线,Dist8,17
Sta15,11号线,Dist8,Sta129,2号线,Dist1,17
Sta69,5号线,Dist5,Sta114,10号线,Dist5,17
Sta111,11号线,Dist5,Sta75,10号线,Dist5,17
Sta101,12号线,Dist8,Sta84,4号线,Dist5,17
Sta15,11号线,Dist8,Sta1,1号线,Dist1,17
Sta40,3号线,Dist5,Sta79,2号线,Dist1,17
Sta53,2号线,Dist1,Sta115,11号线,Dist5,17
Sta26,12号线,Dist5,Sta85,10号线,Dist5,17
Sta29,3号线,Dist8,Sta86,11号线,Dist8,17
Sta115,11号线,Dist5,Sta18,2号线,Dist1,17
Sta29,3号线,Dist8,Sta123,2号线,Dist2,17
Sta163,2号线,Dist1,Sta29,3号线,Dist8,17
Sta78,2号线,Dist1,Sta159,1号线,Dist1,17
Sta56,11号线,Dist5,Sta39,3号线,Dist5,17
Sta91,12号线,Dist6,Sta67,3号线,Dist6,17
Sta90,12号线,Dist5,Sta85,10号线,Dist5,17
Sta167,3号线,Dist5,Sta157,10号线,Dist8,17
Sta26,12号线,Dist5,Sta37,5号线,Dist5,17
Sta159,1号线,Dist1,Sta46,11号线,Dist8,17
Sta153,3号线,Dist5,Sta87,10号线,Dist8,17
Sta114,10号线,Dist5,Sta93,12号线,Dist6,17
Sta113,3号线,Dist5,Sta84,4号线,Dist5,17
Sta63,11号线,Dist1,Sta116,12号线,Dist6,17
Sta18,2号线,Dist1,Sta154,1号线,Dist3,17
Sta143,3号线,Dist7,Sta24,2号线,Dist6,17
Sta131,3号线,Dist5,Sta84,4号线,Dist5,17
Sta85,10号线,Dist5,Sta39,3号线,Dist5,17
Sta19,4号线,Dist8,Sta2,10号线,Dist5,17
Sta95,12号线,Dist5,Sta126,3号线,Dist1,18
Sta56,11号线,Dist5,Sta95,12号线,Dist5,18
Sta29,3号线,Dist8,Sta107,1号线,Dist2,18
Sta138,3号线,Dist6,Sta1,1号线,Dist1,18
Sta114,10号线,Dist5,Sta17,12号线,Dist8,18
Sta123,2号线,Dist2,Sta126,3号线,Dist1,18
Sta134,10号线,Dist5,Sta56,11号线,Dist5,18
Sta20,11号线,Dist5,Sta89,1号线,Dist3,18
Sta29,3号线,Dist8,Sta54,5号线,Dist5,18
Sta126,3号线,Dist1,Sta83,1号线,Dist2,18
Sta17,12号线,Dist8,Sta132,5号线,Dist5,18
Sta127,2号线,Dist2,Sta22,3号线,Dist6,18
Sta41,3号线,Dist6,Sta46,11号线,Dist8,18
Sta63,11号线,Dist1,Sta91,12号线,Dist6,18
Sta47,2号线,Dist1,Sta115,11号线,Dist5,18
Sta15,11号线,Dist8,Sta113,3号线,Dist5,18
Sta17,12号线,Dist8,Sta100,3号线,Dist5,18
Sta134,10号线,Dist5,Sta142,3号线,Dist5,18
Sta135,10号线,Dist5,Sta63,11号线,Dist1,18
Sta1,1号线,Dist1,Sta40,3号线,Dist5,18
Sta20,11号线,Dist5,Sta132,5号线,Dist5,18
Sta48,2号线,Dist2,Sta108,1号线,Dist1,18
Sta129,2号线,Dist1,Sta154,1号线,Dist3,18
Sta40,3号线,Dist5,Sta159,1号线,Dist1,18
Sta107,1号线,Dist2,Sta81,2号线,Dist2,18
Sta125,3号线,Dist5,Sta87,10号线,Dist8,18
Sta20,11号线,Dist5,Sta131,3号线,Dist5,18
Sta40,3号线,Dist5,Sta55,11号线,Dist5,18
Sta62,4号线,Dist8,Sta168,10号线,Dist5,18
Sta54,5号线,Dist5,Sta15,11号线,Dist8,18
Sta134,10号线,Dist5,Sta118,11号线,Dist5,18
Sta121,3号线,Dist5,Sta87,10号线,Dist8,18
Sta90,12号线,Dist5,Sta141,3号线,Dist5,18
Sta127,2号线,Dist2,Sta138,3号线,Dist6,18
Sta115,11号线,Dist5,Sta93,12号线,Dist6,18
Sta115,11号线,Dist5,Sta113,3号线,Dist5,18
Sta78,2号线,Dist1,Sta118,11号线,Dist5,18
Sta109,3号线,Dist5,Sta7,10号线,Dist5,18
Sta95,12号线,Dist5,Sta4,10号线,Dist5,18
Sta162,11号线,Dist5,Sta85,10号线,Dist5,18
Sta23,11号线,Dist5,Sta157,10号线,Dist8,18
Sta1,1号线,Dist1,Sta41,3号线,Dist6,18
Sta31,12号线,Dist8,Sta162,11号线,Dist5,18
Sta90,12号线,Dist5,Sta131,3号线,Dist5,18
Sta31,12号线,Dist8,Sta55,11号线,Dist5,18
Sta90,12号线,Dist5,Sta40,3号线,Dist5,18
Sta73,12号线,Dist2,Sta41,3号线,Dist6,18
Sta25,11号线,Dist6,Sta41,3号线,Dist6,18
Sta144,3号线,Dist6,Sta118,11号线,Dist5,18
Sta75,10号线,Dist5,Sta13,11号线,Dist5,18
Sta157,10号线,Dist8,Sta39,3号线,Dist5,18
Sta83,1号线,Dist2,Sta29,3号线,Dist8,18
Sta78,2号线,Dist1,Sta30,3号线,Dist6,18
Sta85,10号线,Dist5,Sta131,3号线,Dist5,18
Sta59,4号线,Dist8,Sta23,11号线,Dist5,18
Sta86,11号线,Dist8,Sta131,3号线,Dist5,18
Sta59,4号线,Dist8,Sta17,12号线,Dist8,18
Sta157,10号线,Dist8,Sta59,4号线,Dist8,18
Sta90,12号线,Dist5,Sta113,3号线,Dist5,18
Sta118,11号线,Dist5,Sta72,12号线,Dist6,18
Sta3,11号线,Dist6,Sta159,1号线,Dist1,18
Sta130,11号线,Dist6,Sta92,12号线,Dist6,18
Sta131,3号线,Dist5,Sta23,11号线,Dist5,18
Sta79,2号线,Dist1,Sta30,3号线,Dist6,18
Sta167,3号线,Dist5,Sta85,10号线,Dist5,18
Sta60,12号线,Dist2,Sta30,3号线,Dist6,18
Sta24,2号线,Dist6,Sta156,3号线,Dist7,18
Sta144,3号线,Dist6,Sta91,12号线,Dist6,18
Sta45,11号线,Dist5,Sta7,10号线,Dist5,18
Sta84,4号线,Dist5,Sta4,10号线,Dist5,18
Sta90,12号线,Dist5,Sta37,5号线,Dist5,18
Sta95,12号线,Dist5,Sta59,4号线,Dist8,18
Sta46,11号线,Dist8,Sta116,12号线,Dist6,18
Sta168,10号线,Dist5,Sta131,3号线,Dist5,18
Sta116,12号线,Dist6,Sta22,3号线,Dist6,18
Sta40,3号线,Dist5,Sta63,11号线,Dist1,19
Sta107,1号线,Dist2,Sta63,11号线,Dist1,19
Sta129,2号线,Dist1,Sta41,3号线,Dist6,19
Sta92,12号线,Dist6,Sta129,2号线,Dist1,19
Sta134,10号线,Dist5,Sta46,11号线,Dist8,19
Sta115,11号线,Dist5,Sta129,2号线,Dist1,19
Sta89,1号线,Dist3,Sta69,5号线,Dist5,19
Sta93,12号线,Dist6,Sta134,10号线,Dist5,19
Sta85,10号线,Dist5,Sta40,3号线,Dist5,19
Sta46,11号线,Dist8,Sta47,2号线,Dist1,19
Sta53,2号线,Dist1,Sta63,11号线,Dist1,19
Sta162,11号线,Dist5,Sta90,12号线,Dist5,19
Sta55,11号线,Dist5,Sta126,3号线,Dist1,19
Sta115,11号线,Dist5,Sta30,3号线,Dist6,19
Sta136,12号线,Dist3,Sta23,11号线,Dist5,19
Sta118,11号线,Dist5,Sta132,5号线,Dist5,19
Sta163,2号线,Dist1,Sta115,11号线,Dist5,19
Sta107,1号线,Dist2,Sta67,3号线,Dist6,19
Sta86,11号线,Dist8,Sta54,5号线,Dist5,19
Sta159,1号线,Dist1,Sta41,3号线,Dist6,19
Sta67,3号线,Dist6,Sta3,11号线,Dist6,19
Sta160,10号线,Dist5,Sta35,3号线,Dist5,19
Sta55,11号线,Dist5,Sta114,10号线,Dist5,19
Sta70,11号线,Dist5,Sta37,5号线,Dist5,19
Sta89,1号线,Dist3,Sta56,11号线,Dist5,19
Sta84,4号线,Dist5,Sta63,11号线,Dist1,19
Sta126,3号线,Dist1,Sta46,11号线,Dist8,19
Sta115,11号线,Dist5,Sta85,10号线,Dist5,19
Sta26,12号线,Dist5,Sta126,3号线,Dist1,19
Sta53,2号线,Dist1,Sta40,3号线,Dist5,19
Sta129,2号线,Dist1,Sta40,3号线,Dist5,19
Sta144,3号线,Dist6,Sta123,2号线,Dist2,19
Sta131,3号线,Dist5,Sta79,2号线,Dist1,19
Sta16,5号线,Dist5,Sta13,11号线,Dist5,19
Sta1,1号线,Dist1,Sta146,11号线,Dist6,19
Sta86,11号线,Dist8,Sta159,1号线,Dist1,19
Sta53,2号线,Dist1,Sta83,1号线,Dist2,19
Sta167,3号线,Dist5,Sta17,12号线,Dist8,19
Sta129,2号线,Dist1,Sta93,12号线,Dist6,19
Sta118,11号线,Dist5,Sta67,3号线,Dist6,19
Sta126,3号线,Dist1,Sta157,10号线,Dist8,19
Sta84,4号线,Dist5,Sta115,11号线,Dist5,19
Sta54,5号线,Dist5,Sta137,12号线,Dist3,19
Sta97,1号线,Dist3,Sta47,2号线,Dist1,19
Sta37,5号线,Dist5,Sta115,11号线,Dist5,19
Sta56,11号线,Dist5,Sta168,10号线,Dist5,19
Sta40,3号线,Dist5,Sta70,11号线,Dist5,19
Sta127,2号线,Dist2,Sta3,11号线,Dist6,19
Sta114,10号线,Dist5,Sta25,11号线,Dist6,19
Sta137,12号线,Dist3,Sta84,4号线,Dist5,19
Sta69,5号线,Dist5,Sta135,10号线,Dist5,19
Sta56,11号线,Dist5,Sta100,3号线,Dist5,19
Sta167,3号线,Dist5,Sta162,11号线,Dist5,19
Sta54,5号线,Dist5,Sta84,4号线,Dist5,19
Sta15,11号线,Dist8,Sta17,12号线,Dist8,19
Sta19,4号线,Dist8,Sta26,12号线,Dist5,19
Sta114,10号线,Dist5,Sta141,3号线,Dist5,19
Sta55,11号线,Dist5,Sta84,4号线,Dist5,19
Sta30,3号线,Dist6,Sta53,2号线,Dist1,19
Sta142,3号线,Dist5,Sta95,12号线,Dist5,19
Sta39,3号线,Dist5,Sta86,11号线,Dist8,19
Sta37,5号线,Dist5,Sta55,11号线,Dist5,19
Sta162,11号线,Dist5,Sta16,5号线,Dist5,19
Sta93,12号线,Dist6,Sta120,11号线,Dist6,19
Sta135,10号线,Dist5,Sta118,11号线,Dist5,19
Sta23,11号线,Dist5,Sta168,10号线,Dist5,19
Sta23,11号线,Dist5,Sta10,5号线,Dist5,19
Sta87,10号线,Dist8,Sta44,3号线,Dist5,19
Sta46,11号线,Dist8,Sta29,3号线,Dist8,19
Sta31,12号线,Dist8,Sta135,10号线,Dist5,19
Sta146,11号线,Dist6,Sta41,3号线,Dist6,19
Sta168,10号线,Dist5,Sta142,3号线,Dist5,19
Sta79,2号线,Dist1,Sta162,11号线,Dist5,19
Sta31,12号线,Dist8,Sta37,5号线,Dist5,19
Sta135,10号线,Dist5,Sta46,11号线,Dist8,19
Sta70,11号线,Dist5,Sta84,4号线,Dist5,19
Sta54,5号线,Dist5,Sta131,3号线,Dist5,19
Sta130,11号线,Dist6,Sta93,12号线,Dist6,19
Sta26,12号线,Dist5,Sta157,10号线,Dist8,19
Sta67,3号线,Dist6,Sta53,2号线,Dist1,19
Sta72,12号线,Dist6,Sta131,3号线,Dist5,19
Sta19,4号线,Dist8,Sta23,11号线,Dist5,19
Sta92,12号线,Dist6,Sta114,10号线,Dist5,19
Sta56,11号线,Dist5,Sta96,5号线,Dist5,19
Sta94,10号线,Dist5,Sta42,3号线,Dist5,19
Sta114,10号线,Dist5,Sta1,1号线,Dist1,19
Sta152,11号线,Dist1,Sta6,10号线,Dist5,19
Sta84,4号线,Dist5,Sta46,11号线,Dist8,19
Sta39,3号线,Dist5,Sta26,12号线,Dist5,19
Sta67,3号线,Dist6,Sta18,2号线,Dist1,19
Sta101,12号线,Dist8,Sta115,11号线,Dist5,19
Sta113,3号线,Dist5,Sta26,12号线,Dist5,19
Sta32,12号线,Dist6,Sta46,11号线,Dist8,19
Sta69,5号线,Dist5,Sta40,3号线,Dist5,19
Sta137,12号线,Dist3,Sta55,11号线,Dist5,19
Sta4,10号线,Dist5,Sta59,4号线,Dist8,19
Sta13,11号线,Dist5,Sta17,12号线,Dist8,19
Sta32,12号线,Dist6,Sta144,3号线,Dist6,19
Sta168,10号线,Dist5,Sta40,3号线,Dist5,19
Sta29,3号线,Dist8,Sta15,11号线,Dist8,19
Sta18,2号线,Dist1,Sta144,3号线,Dist6,19
Sta62,4号线,Dist8,Sta90,12号线,Dist5,19
Sta159,1号线,Dist1,Sta27,2号线,Dist2,19
Sta31,12号线,Dist8,Sta126,3号线,Dist1,20
Sta126,3号线,Dist1,Sta107,1号线,Dist2,20
Sta134,10号线,Dist5,Sta126,3号线,Dist1,20
Sta20,11号线,Dist5,Sta157,10号线,Dist8,20
Sta20,11号线,Dist5,Sta96,5号线,Dist5,20
Sta126,3号线,Dist1,Sta72,12号线,Dist6,20
Sta130,11号线,Dist6,Sta72,12号线,Dist6,20
Sta118,11号线,Dist5,Sta89,1号线,Dist3,20
Sta108,1号线,Dist1,Sta115,11号线,Dist5,20
Sta9,2号线,Dist1,Sta144,3号线,Dist6,20
Sta40,3号线,Dist5,Sta47,2号线,Dist1,20
Sta108,1号线,Dist1,Sta9,2号线,Dist1,20
Sta92,12号线,Dist6,Sta120,11号线,Dist6,20
Sta16,5号线,Dist5,Sta55,11号线,Dist5,20
Sta107,1号线,Dist2,Sta27,2号线,Dist2,20
Sta134,10号线,Dist5,Sta69,5号线,Dist5,20
Sta157,10号线,Dist8,Sta40,3号线,Dist5,20
Sta81,2号线,Dist2,Sta1,1号线,Dist1,20
Sta127,2号线,Dist2,Sta154,1号线,Dist3,20
Sta134,10号线,Dist5,Sta31,12号线,Dist8,20
Sta162,11号线,Dist5,Sta67,3号线,Dist6,20
Sta130,11号线,Dist6,Sta129,2号线,Dist1,20
Sta56,11号线,Dist5,Sta135,10号线,Dist5,20
Sta152,11号线,Dist1,Sta160,10号线,Dist5,20
Sta133,3号线,Dist6,Sta91,12号线,Dist6,20
Sta90,12号线,Dist5,Sta111,11号线,Dist5,20
Sta168,10号线,Dist5,Sta126,3号线,Dist1,20
Sta47,2号线,Dist1,Sta41,3号线,Dist6,20
Sta67,3号线,Dist6,Sta127,2号线,Dist2,20
Sta144,3号线,Dist6,Sta92,12号线,Dist6,20
Sta108,1号线,Dist1,Sta163,2号线,Dist1,20
Sta88,10号线,Dist5,Sta33,3号线,Dist5,20
Sta31,12号线,Dist8,Sta132,5号线,Dist5,20
Sta63,11号线,Dist1,Sta78,2号线,Dist1,20
Sta157,10号线,Dist8,Sta100,3号线,Dist5,20
Sta114,10号线,Dist5,Sta142,3号线,Dist5,20
Sta95,12号线,Dist5,Sta129,2号线,Dist1,20
Sta95,12号线,Dist5,Sta69,5号线,Dist5,20
Sta167,3号线,Dist5,Sta23,11号线,Dist5,20
Sta51,2号线,Dist7,Sta119,3号线,Dist7,20
Sta85,10号线,Dist5,Sta17,12号线,Dist8,20
Sta78,2号线,Dist1,Sta107,1号线,Dist2,20
Sta54,5号线,Dist5,Sta135,10号线,Dist5,20
Sta23,11号线,Dist5,Sta43,5号线,Dist5,20
Sta70,11号线,Dist5,Sta16,5号线,Dist5,20
Sta127,2号线,Dist2,Sta29,3号线,Dist8,20
Sta69,5号线,Dist5,Sta111,11号线,Dist5,20
Sta39,3号线,Dist5,Sta114,10号线,Dist5,20
Sta48,2号线,Dist2,Sta159,1号线,Dist1,20
Sta90,12号线,Dist5,Sta4,10号线,Dist5,20
Sta3,11号线,Dist6,Sta135,10号线,Dist5,20
Sta39,3号线,Dist5,Sta54,5号线,Dist5,20
Sta123,2号线,Dist2,Sta64,1号线,Dist3,20
Sta144,3号线,Dist6,Sta162,11号线,Dist5,20
Sta31,12号线,Dist8,Sta70,11号线,Dist5,20
Sta59,4号线,Dist8,Sta39,3号线,Dist5,20
Sta41,3号线,Dist6,Sta15,11号线,Dist8,20
Sta157,10号线,Dist8,Sta131,3号线,Dist5,20
Sta72,12号线,Dist6,Sta85,10号线,Dist5,20
Sta33,3号线,Dist5,Sta160,10号线,Dist5,20
Sta45,11号线,Dist5,Sta160,10号线,Dist5,20
Sta56,11号线,Dist5,Sta72,12号线,Dist6,20
Sta163,2号线,Dist1,Sta67,3号线,Dist6,20
Sta35,3号线,Dist5,Sta94,10号线,Dist5,20
Sta93,12号线,Dist6,Sta1,1号线,Dist1,20
Sta54,5号线,Dist5,Sta13,11号线,Dist5,20
Sta1,1号线,Dist1,Sta78,2号线,Dist1,20
Sta45,11号线,Dist5,Sta94,10号线,Dist5,20
Sta39,3号线,Dist5,Sta23,11号线,Dist5,20
Sta141,3号线,Dist5,Sta15,11号线,Dist8,20
Sta93,12号线,Dist6,Sta118,11号线,Dist5,20
Sta157,10号线,Dist8,Sta113,3号线,Dist5,20
Sta26,12号线,Dist5,Sta131,3号线,Dist5,20
Sta79,2号线,Dist1,Sta150,1号线,Dist3,20
Sta93,12号线,Dist6,Sta167,3号线,Dist5,20
Sta2,10号线,Dist5,Sta100,3号线,Dist5,20
Sta134,10号线,Dist5,Sta63,11号线,Dist1,21
Sta89,1号线,Dist3,Sta16,5号线,Dist5,21
Sta26,12号线,Dist5,Sta141,3号线,Dist5,21
Sta47,2号线,Dist1,Sta86,11号线,Dist8,21
Sta63,11号线,Dist1,Sta154,1号线,Dist3,21
Sta107,1号线,Dist2,Sta30,3号线,Dist6,21
Sta84,4号线,Dist5,Sta89,1号线,Dist3,21
Sta41,3号线,Dist6,Sta108,1号线,Dist1,21
Sta1,1号线,Dist1,Sta27,2号线,Dist2,21
Sta115,11号线,Dist5,Sta132,5号线,Dist5,21
Sta127,2号线,Dist2,Sta126,3号线,Dist1,21
Sta141,3号线,Dist5,Sta115,11号线,Dist5,21
Sta130,11号线,Dist6,Sta114,10号线,Dist5,21
Sta25,11号线,Dist6,Sta32,12号线,Dist6,21
Sta127,2号线,Dist2,Sta133,3号线,Dist6,21
Sta39,3号线,Dist5,Sta20,11号线,Dist5,21
Sta16,5号线,Dist5,Sta126,3号线,Dist1,21
Sta137,12号线,Dist3,Sta115,11号线,Dist5,21
Sta47,2号线,Dist1,Sta138,3号线,Dist6,21
Sta152,11号线,Dist1,Sta7,10号线,Dist5,21
Sta84,4号线,Dist5,Sta158,3号线,Dist5,21
Sta114,10号线,Dist5,Sta146,11号线,Dist6,21
Sta54,5号线,Dist5,Sta89,1号线,Dist3,21
Sta126,3号线,Dist1,Sta70,11号线,Dist5,21
Sta123,2号线,Dist2,Sta89,1号线,Dist3,21
Sta136,12号线,Dist3,Sta20,11号线,Dist5,21
Sta30,3号线,Dist6,Sta9,2号线,Dist1,21
Sta3,11号线,Dist6,Sta84,4号线,Dist5,21
Sta37,5号线,Dist5,Sta162,11号线,Dist5,21
Sta167,3号线,Dist5,Sta20,11号线,Dist5,21
Sta26,12号线,Dist5,Sta142,3号线,Dist5,21
Sta129,2号线,Dist1,Sta150,1号线,Dist3,21
Sta162,11号线,Dist5,Sta19,4号线,Dist8,21
Sta115,11号线,Dist5,Sta123,2号线,Dist2,21
Sta138,3号线,Dist6,Sta60,12号线,Dist2,21
Sta108,1号线,Dist1,Sta3,11号线,Dist6,21
Sta108,1号线,Dist1,Sta151,2号线,Dist2,21
Sta39,3号线,Dist5,Sta69,5号线,Dist5,21
Sta162,11号线,Dist5,Sta92,12号线,Dist6,21
Sta154,1号线,Dist3,Sta81,2号线,Dist2,21
Sta163,2号线,Dist1,Sta40,3号线,Dist5,21
Sta168,10号线,Dist5,Sta20,11号线,Dist5,21
Sta160,10号线,Dist5,Sta109,3号线,Dist5,21
Sta87,10号线,Dist8,Sta158,3号线,Dist5,21
Sta29,3号线,Dist8,Sta55,11号线,Dist5,21
Sta30,3号线,Dist6,Sta3,11号线,Dist6,21
Sta16,5号线,Dist5,Sta114,10号线,Dist5,21
Sta132,5号线,Dist5,Sta90,12号线,Dist5,21
Sta18,2号线,Dist1,Sta63,11号线,Dist1,21
Sta16,5号线,Dist5,Sta40,3号线,Dist5,21
Sta59,4号线,Dist8,Sta115,11号线,Dist5,21
Sta9,2号线,Dist1,Sta46,11号线,Dist8,21
Sta63,11号线,Dist1,Sta167,3号线,Dist5,21
Sta70,11号线,Dist5,Sta114,10号线,Dist5,21
Sta2,10号线,Dist5,Sta95,12号线,Dist5,21
Sta69,5号线,Dist5,Sta59,4号线,Dist8,21
Sta75,10号线,Dist5,Sta140,11号线,Dist5,21
Sta167,3号线,Dist5,Sta118,11号线,Dist5,21
Sta27,2号线,Dist2,Sta83,1号线,Dist2,21
Sta117,3号线,Dist5,Sta135,10号线,Dist5,21
Sta46,11号线,Dist8,Sta131,3号线,Dist5,21
Sta131,3号线,Dist5,Sta78,2号线,Dist1,21
Sta100,3号线,Dist5,Sta93,12号线,Dist6,21
Sta131,3号线,Dist5,Sta1,1号线,Dist1,21
Sta168,10号线,Dist5,Sta17,12号线,Dist8,21
Sta137,12号线,Dist3,Sta118,11号线,Dist5,21
Sta150,1号线,Dist3,Sta127,2号线,Dist2,21
Sta13,11号线,Dist5,Sta31,12号线,Dist8,21
Sta113,3号线,Dist5,Sta86,11号线,Dist8,21
Sta18,2号线,Dist1,Sta30,3号线,Dist6,21
Sta101,12号线,Dist8,Sta118,11号线,Dist5,21
Sta114,10号线,Dist5,Sta26,12号线,Dist5,21
Sta138,3号线,Dist6,Sta3,11号线,Dist6,21
Sta58,4号线,Dist8,Sta134,10号线,Dist5,21
Sta85,10号线,Dist5,Sta86,11号线,Dist8,21
Sta15,11号线,Dist8,Sta69,5号线,Dist5,21
Sta86,11号线,Dist8,Sta41,3号线,Dist6,21
Sta85,10号线,Dist5,Sta15,11号线,Dist8,21
Sta4,10号线,Dist5,Sta39,3号线,Dist5,21
Sta144,3号线,Dist6,Sta154,1号线,Dist3,21
Sta30,3号线,Dist6,Sta83,1号线,Dist2,21
Sta94,10号线,Dist5,Sta109,3号线,Dist5,21
Sta159,1号线,Dist1,Sta138,3号线,Dist6,21
Sta2,10号线,Dist5,Sta90,12号线,Dist5,21
Sta157,10号线,Dist8,Sta93,12号线,Dist6,21
Sta19,4号线,Dist8,Sta114,10号线,Dist5,21
Sta165,4号线,Dist8,Sta85,10号线,Dist5,21
Sta92,12号线,Dist6,Sta1,1号线,Dist1,21
Sta39,3号线,Dist5,Sta78,2号线,Dist1,21
Sta131,3号线,Dist5,Sta159,1号线,Dist1,21
Sta54,5号线,Dist5,Sta101,12号线,Dist8,21
Sta118,11号线,Dist5,Sta159,1号线,Dist1,21
Sta144,3号线,Dist6,Sta114,10号线,Dist5,21
Sta138,3号线,Dist6,Sta93,12号线,Dist6,21
Sta165,4号线,Dist8,Sta135,10号线,Dist5,21
Sta94,10号线,Dist5,Sta112,3号线,Dist5,21
Sta26,12号线,Dist5,Sta111,11号线,Dist5,21
Sta46,11号线,Dist8,Sta167,3号线,Dist5,21
Sta72,12号线,Dist6,Sta1,1号线,Dist1,22
Sta131,3号线,Dist5,Sta2,10号线,Dist5,22
Sta108,1号线,Dist1,Sta46,11号线,Dist8,22
Sta85,10号线,Dist5,Sta118,11号线,Dist5,22
Sta79,2号线,Dist1,Sta63,11号线,Dist1,22
Sta9,2号线,Dist1,Sta115,11号线,Dist5,22
Sta162,11号线,Dist5,Sta129,2号线,Dist1,22
Sta134,10号线,Dist5,Sta158,3号线,Dist5,22
Sta9,2号线,Dist1,Sta40,3号线,Dist5,22
Sta110,1号线,Dist3,Sta47,2号线,Dist1,22
Sta59,4号线,Dist8,Sta72,12号线,Dist6,22
Sta129,2号线,Dist1,Sta72,12号线,Dist6,22
Sta88,10号线,Dist5,Sta112,3号线,Dist5,22
Sta93,12号线,Dist6,Sta30,3号线,Dist6,22
Sta59,4号线,Dist8,Sta15,11号线,Dist8,22
Sta159,1号线,Dist1,Sta162,11号线,Dist5,22
Sta90,12号线,Dist5,Sta63,11号线,Dist1,22
Sta115,11号线,Dist5,Sta83,1号线,Dist2,22
Sta41,3号线,Dist6,Sta130,11号线,Dist6,22
Sta67,3号线,Dist6,Sta9,2号线,Dist1,22
Sta154,1号线,Dist3,Sta126,3号线,Dist1,22
Sta134,10号线,Dist5,Sta38,4号线,Dist8,22
Sta131,3号线,Dist5,Sta63,11号线,Dist1,22
Sta146,11号线,Dist6,Sta32,12号线,Dist6,22
Sta72,12号线,Dist6,Sta120,11号线,Dist6,22
Sta54,5号线,Dist5,Sta95,12号线,Dist5,22
Sta126,3号线,Dist1,Sta90,12号线,Dist5,22
Sta2,10号线,Dist5,Sta162,11号线,Dist5,22
Sta59,4号线,Dist8,Sta20,11号线,Dist5,22
Sta135,10号线,Dist5,Sta101,12号线,Dist8,22
Sta29,3号线,Dist8,Sta31,12号线,Dist8,22
Sta54,5号线,Dist5,Sta46,11号线,Dist8,22
Sta157,10号线,Dist8,Sta54,5号线,Dist5,22
Sta17,12号线,Dist8,Sta39,3号线,Dist5,22
Sta1,1号线,Dist1,Sta162,11号线,Dist5,22
Sta53,2号线,Dist1,Sta107,1号线,Dist2,22
Sta20,11号线,Dist5,Sta100,3号线,Dist5,22
Sta126,3号线,Dist1,Sta84,4号线,Dist5,22
Sta40,3号线,Dist5,Sta72,12号线,Dist6,22
Sta86,11号线,Dist8,Sta32,12号线,Dist6,22
Sta93,12号线,Dist6,Sta113,3号线,Dist5,22
Sta131,3号线,Dist5,Sta69,5号线,Dist5,22
Sta81,2号线,Dist2,Sta29,3号线,Dist8,22
Sta127,2号线,Dist2,Sta93,12号线,Dist6,22
Sta16,5号线,Dist5,Sta137,12号线,Dist3,22
Sta100,3号线,Dist5,Sta31,12号线,Dist8,22
Sta32,12号线,Dist6,Sta15,11号线,Dist8,22
Sta1,1号线,Dist1,Sta22,3号线,Dist6,22
Sta154,1号线,Dist3,Sta79,2号线,Dist1,22
Sta145,10号线,Dist5,Sta84,4号线,Dist5,22
Sta142,3号线,Dist5,Sta90,12号线,Dist5,22
Sta31,12号线,Dist8,Sta15,11号线,Dist8,22
Sta46,11号线,Dist8,Sta85,10号线,Dist5,22
Sta140,11号线,Dist5,Sta17,12号线,Dist8,22
Sta159,1号线,Dist1,Sta22,3号线,Dist6,22
Sta135,10号线,Dist5,Sta55,11号线,Dist5,22
Sta142,3号线,Dist5,Sta15,11号线,Dist8,22
Sta59,4号线,Dist8,Sta100,3号线,Dist5,22
Sta103,10号线,Dist5,Sta84,4号线,Dist5,22
Sta59,4号线,Dist8,Sta31,12号线,Dist8,22
