in,out,time
Sta83,Sta89,11
Sta32,Sta60,11
Sta60,Sta32,11
Sta126,Sta23,11
Sta23,Sta126,11
Sta87,Sta6,11
Sta6,Sta87,11
Sta101,Sta26,11
Sta26,Sta101,11
Sta59,Sta85,11
Sta85,Sta59,11
Sta162,Sta46,11
Sta46,Sta162,11
Sta29,Sta67,11
Sta67,Sta29,11
Sta84,Sta168,11
Sta168,Sta84,11
Sta79,Sta127,11
Sta127,Sta79,11
Sta64,Sta108,11
Sta108,Sta64,11
Sta108,Sta127,11
Sta127,Sta108,11
Sta146,Sta63,11
Sta63,Sta146,11
Sta57,Sta151,11
Sta151,Sta57,11
Sta29,Sta78,11
Sta78,Sta29,11
Sta48,Sta76,11
Sta76,Sta48,11
Sta144,Sta126,11
Sta126,Sta144,11
Sta8,Sta94,11
Sta94,Sta8,11
Sta119,Sta21,11
Sta21,Sta119,11
Sta109,Sta153,11
Sta153,Sta109,11
Sta69,Sta20,11
Sta20,Sta69,11
Sta55,Sta140,11
Sta140,Sta55,11
Sta167,Sta168,11
Sta168,Sta167,11
Sta129,Sta46,11
Sta46,Sta129,11
Sta30,Sta92,11
Sta92,Sta30,11
Sta13,Sta164,11
Sta164,Sta13,11
Sta63,Sta95,11
Sta95,Sta63,11
Sta142,Sta135,11
Sta135,Sta142,11
Sta106,Sta64,11
Sta64,Sta106,11
Sta39,Sta113,11
Sta113,Sta39,11
Sta127,Sta151,11
Sta151,Sta127,11
Sta106,Sta128,11
Sta128,Sta106,11
Sta117,Sta141,11
Sta141,Sta117,11
Sta63,Sta72,11
Sta72,Sta63,11
Sta62,Sta58,11
Sta58,Sta62,11
Sta13,Sta82,11
Sta82,Sta13,11
Sta79,Sta29,11
Sta29,Sta79,11
Sta18,Sta159,11
Sta159,Sta18,11
Sta111,Sta122,11
Sta122,Sta111,11
Sta79,Sta5,11
Sta5,Sta79,11
Sta144,Sta129,11
Sta129,Sta144,11
Sta15,Sta3,11
Sta3,Sta15,11
Sta40,Sta167,11
Sta167,Sta40,11
Sta41,Sta3,11
Sta3,Sta41,11
Sta111,Sta77,11
Sta77,Sta111,11
Sta18,Sta163,11
Sta163,Sta18,11
Sta57,Sta24,11
Sta24,Sta57,11
Sta121,Sta33,11
Sta33,Sta121,11
Sta29,Sta118,11
Sta118,Sta29,11
Sta98,Sta123,11
Sta123,Sta98,11
Sta82,Sta140,11
Sta140,Sta82,11
Sta56,Sta31,11
Sta31,Sta56,11
Sta29,Sta131,11
Sta131,Sta29,11
Sta18,Sta53,11
Sta53,Sta18,11
Sta79,Sta9,11
Sta9,Sta79,11
Sta4,Sta134,11
Sta134,Sta4,11
Sta126,Sta1,11
Sta1,Sta126,11
Sta41,Sta21,11
Sta21,Sta41,11
Sta29,Sta129,11
Sta129,Sta29,11
Sta116,Sta91,11
Sta91,Sta116,11
Sta90,Sta100,11
Sta100,Sta90,11
Sta17,Sta89,12
Sta89,Sta17,12
Sta67,Sta133,12
Sta133,Sta67,12
Sta129,Sta108,12
Sta108,Sta129,12
Sta104,Sta149,12
Sta149,Sta104,12
Sta159,Sta154,12
Sta154,Sta159,12
Sta14,Sta127,12
Sta127,Sta14,12
Sta115,Sta17,12
Sta17,Sta115,12
Sta126,Sta78,12
Sta78,Sta126,12
Sta30,Sta21,12
Sta21,Sta30,12
Sta167,Sta158,12
Sta158,Sta167,12
Sta98,Sta129,12
Sta129,Sta98,12
Sta75,Sta164,12
Sta164,Sta75,12
Sta15,Sta90,12
Sta90,Sta15,12
Sta12,Sta138,12
Sta138,Sta12,12
Sta65,Sta128,12
Sta128,Sta65,12
Sta2,Sta168,12
Sta168,Sta2,12
Sta95,Sta85,12
Sta85,Sta95,12
Sta7,Sta75,12
Sta75,Sta7,12
Sta134,Sta62,12
Sta62,Sta134,12
Sta159,Sta79,12
Sta79,Sta159,12
Sta95,Sta26,12
Sta26,Sta95,12
Sta42,Sta158,12
Sta158,Sta42,12
Sta135,Sta115,12
Sta115,Sta135,12
Sta46,Sta72,12
Sta72,Sta46,12
Sta112,Sta11,12
Sta11,Sta112,12
Sta5,Sta115,12
Sta115,Sta5,12
Sta18,Sta81,12
Sta81,Sta18,12
Sta115,Sta168,12
Sta168,Sta115,12
Sta4,Sta145,12
Sta145,Sta4,12
Sta26,Sta135,12
Sta135,Sta26,12
Sta61,Sta12,12
Sta12,Sta61,12
Sta127,Sta116,12
Sta116,Sta127,12
Sta129,Sta86,12
Sta86,Sta129,12
Sta162,Sta63,12
Sta63,Sta162,12
Sta72,Sta92,12
Sta92,Sta72,12
Sta47,Sta53,12
Sta53,Sta47,12
Sta20,Sta111,12
Sta111,Sta20,12
Sta46,Sta92,12
Sta92,Sta46,12
Sta69,Sta84,12
Sta84,Sta69,12
Sta3,Sta129,12
Sta129,Sta3,12
Sta46,Sta25,12
Sta25,Sta46,12
Sta126,Sta159,12
Sta159,Sta126,12
Sta56,Sta70,12
Sta70,Sta56,12
Sta20,Sta162,12
Sta162,Sta20,12
Sta90,Sta167,12
Sta167,Sta90,12
Sta114,Sta85,12
Sta85,Sta114,12
Sta5,Sta107,12
Sta107,Sta5,12
Sta138,Sta92,12
Sta92,Sta138,12
Sta114,Sta167,12
Sta167,Sta114,12
Sta55,Sta118,12
Sta118,Sta55,12
Sta55,Sta17,12
Sta17,Sta55,12
Sta85,Sta84,12
Sta84,Sta85,12
Sta93,Sta46,12
Sta46,Sta93,12
Sta69,Sta96,12
Sta96,Sta69,12
Sta20,Sta90,12
Sta90,Sta20,12
Sta38,Sta62,12
Sta62,Sta38,12
Sta142,Sta147,12
Sta147,Sta142,12
Sta110,Sta128,12
Sta128,Sta110,12
Sta16,Sta10,12
Sta10,Sta16,12
Sta56,Sta84,12
Sta84,Sta56,12
Sta108,Sta81,12
Sta81,Sta108,12
Sta39,Sta118,12
Sta118,Sta39,12
Sta159,Sta67,12
Sta67,Sta159,12
Sta115,Sta46,12
Sta46,Sta115,12
Sta52,Sta81,12
Sta81,Sta52,12
Sta144,Sta63,12
Sta63,Sta144,12
Sta20,Sta16,12
Sta16,Sta20,12
Sta44,Sta35,12
Sta35,Sta44,12
Sta54,Sta162,12
Sta162,Sta54,12
Sta122,Sta99,12
Sta99,Sta122,12
Sta26,Sta69,12
Sta69,Sta26,12
Sta30,Sta32,12
Sta32,Sta30,12
Sta167,Sta134,12
Sta134,Sta167,12
Sta33,Sta42,12
Sta42,Sta33,12
Sta51,Sta143,12
Sta143,Sta51,12
Sta59,Sta90,12
Sta90,Sta59,12
Sta150,Sta110,12
Sta110,Sta150,12
Sta1,Sta9,12
Sta9,Sta1,12
Sta59,Sta168,12
Sta168,Sta59,12
Sta6,Sta102,12
Sta102,Sta6,12
Sta134,Sta26,12
Sta26,Sta134,12
Sta100,Sta126,12
Sta126,Sta100,12
Sta72,Sta135,12
Sta135,Sta72,12
Sta40,Sta15,12
Sta15,Sta40,12
Sta88,Sta109,12
Sta109,Sta88,12
Sta130,Sta3,12
Sta3,Sta130,12
Sta159,Sta127,12
Sta127,Sta159,12
Sta31,Sta136,13
Sta136,Sta31,13
Sta13,Sta23,13
Sta23,Sta13,13
Sta144,Sta108,13
Sta108,Sta144,13
Sta162,Sta39,13
Sta39,Sta162,13
Sta63,Sta47,13
Sta47,Sta63,13
Sta131,Sta134,13
Sta134,Sta131,13
Sta143,Sta119,13
Sta119,Sta143,13
Sta127,Sta68,13
Sta68,Sta127,13
Sta126,Sta53,13
Sta53,Sta126,13
Sta142,Sta100,13
Sta100,Sta142,13
Sta52,Sta139,13
Sta139,Sta52,13
Sta57,Sta105,13
Sta105,Sta57,13
Sta15,Sta157,13
Sta157,Sta15,13
Sta16,Sta118,13
Sta118,Sta16,13
Sta16,Sta26,13
Sta26,Sta16,13
Sta125,Sta109,13
Sta109,Sta125,13
Sta69,Sta31,13
Sta31,Sta69,13
Sta83,Sta1,13
Sta1,Sta83,13
Sta23,Sta137,13
Sta137,Sta23,13
Sta7,Sta88,13
Sta88,Sta7,13
Sta20,Sta84,13
Sta84,Sta20,13
Sta103,Sta87,13
Sta87,Sta103,13
Sta98,Sta162,13
Sta162,Sta98,13
Sta106,Sta74,13
Sta74,Sta106,13
Sta67,Sta47,13
Sta47,Sta67,13
Sta2,Sta145,13
Sta145,Sta2,13
Sta114,Sta23,13
Sta23,Sta114,13
Sta67,Sta126,13
Sta126,Sta67,13
Sta167,Sta15,13
Sta15,Sta167,13
Sta63,Sta41,13
Sta41,Sta63,13
Sta84,Sta39,13
Sta39,Sta84,13
Sta30,Sta159,13
Sta159,Sta30,13
Sta18,Sta83,13
Sta83,Sta18,13
Sta160,Sta75,13
Sta75,Sta160,13
Sta89,Sta108,13
Sta108,Sta89,13
Sta47,Sta150,13
Sta150,Sta47,13
Sta152,Sta111,13
Sta111,Sta152,13
Sta94,Sta145,13
Sta145,Sta94,13
Sta162,Sta69,13
Sta69,Sta162,13
Sta29,Sta53,13
Sta53,Sta29,13
Sta29,Sta30,13
Sta30,Sta29,13
Sta98,Sta131,13
Sta131,Sta98,13
Sta115,Sta95,13
Sta95,Sta115,13
Sta15,Sta134,13
Sta134,Sta15,13
Sta123,Sta83,13
Sta83,Sta123,13
Sta107,Sta97,13
Sta97,Sta107,13
Sta31,Sta84,13
Sta84,Sta31,13
Sta22,Sta92,13
Sta92,Sta22,13
Sta56,Sta37,13
Sta37,Sta56,13
Sta39,Sta134,13
Sta134,Sta39,13
Sta32,Sta3,13
Sta3,Sta32,13
Sta44,Sta113,13
Sta113,Sta44,13
Sta32,Sta148,13
Sta148,Sta32,13
Sta90,Sta118,13
Sta118,Sta90,13
Sta45,Sta82,13
Sta82,Sta45,13
Sta114,Sta100,13
Sta100,Sta114,13
Sta154,Sta110,13
Sta110,Sta154,13
Sta7,Sta102,13
Sta102,Sta7,13
Sta139,Sta155,13
Sta155,Sta139,13
Sta40,Sta23,13
Sta23,Sta40,13
Sta86,Sta118,13
Sta118,Sta86,13
Sta76,Sta27,13
Sta27,Sta76,13
Sta24,Sta155,13
Sta155,Sta24,13
Sta109,Sta117,13
Sta117,Sta109,13
Sta113,Sta131,13
Sta131,Sta113,13
Sta41,Sta161,13
Sta161,Sta41,13
Sta92,Sta25,13
Sta25,Sta92,13
Sta138,Sta32,13
Sta32,Sta138,13
Sta107,Sta123,13
Sta123,Sta107,13
Sta118,Sta168,13
Sta168,Sta118,13
Sta39,Sta141,13
Sta141,Sta39,13
Sta135,Sta2,13
Sta2,Sta135,13
Sta162,Sta72,13
Sta72,Sta162,13
Sta66,Sta156,13
Sta156,Sta66,13
Sta47,Sta64,13
Sta64,Sta47,13
Sta56,Sta131,13
Sta131,Sta56,13
Sta68,Sta71,13
Sta71,Sta68,13
Sta51,Sta139,13
Sta139,Sta51,13
Sta90,Sta168,13
Sta168,Sta90,13
Sta157,Sta86,13
Sta86,Sta157,13
Sta29,Sta114,13
Sta114,Sta29,13
Sta55,Sta82,13
Sta82,Sta55,13
Sta41,Sta93,13
Sta93,Sta41,13
Sta39,Sta95,13
Sta95,Sta39,13
Sta155,Sta50,13
Sta50,Sta155,13
Sta129,Sta67,13
Sta67,Sta129,13
Sta84,Sta19,13
Sta19,Sta84,13
Sta168,Sta86,13
Sta86,Sta168,13
Sta87,Sta147,13
Sta147,Sta87,13
Sta29,Sta56,13
Sta56,Sta29,13
Sta115,Sta69,13
Sta69,Sta115,13
Sta144,Sta22,13
Sta22,Sta144,13
Sta54,Sta16,13
Sta16,Sta54,13
Sta162,Sta134,13
Sta134,Sta162,13
Sta47,Sta48,13
Sta48,Sta47,13
Sta83,Sta80,13
Sta80,Sta83,13
Sta84,Sta157,13
Sta157,Sta84,13
Sta87,Sta8,13
Sta8,Sta87,13
Sta127,Sta98,13
Sta98,Sta127,13
Sta101,Sta90,13
Sta90,Sta101,13
Sta103,Sta134,13
Sta134,Sta103,13
Sta95,Sta131,13
Sta131,Sta95,13
Sta126,Sta15,14
Sta15,Sta126,14
Sta1,Sta30,14
Sta30,Sta1,14
Sta122,Sta13,14
Sta13,Sta122,14
Sta67,Sta116,14
Sta116,Sta67,14
Sta127,Sta83,14
Sta83,Sta127,14
Sta5,Sta138,14
Sta138,Sta5,14
Sta2,Sta59,14
Sta59,Sta2,14
Sta124,Sta36,14
Sta36,Sta124,14
Sta123,Sta78,14
Sta78,Sta123,14
Sta30,Sta161,14
Sta161,Sta30,14
Sta114,Sta90,14
Sta90,Sta114,14
Sta5,Sta123,14
Sta123,Sta5,14
Sta132,Sta23,14
Sta23,Sta132,14
Sta39,Sta29,14
Sta29,Sta39,14
Sta5,Sta41,14
Sta41,Sta5,14
Sta23,Sta89,14
Sta89,Sta23,14
Sta79,Sta81,14
Sta81,Sta79,14
Sta15,Sta56,14
Sta56,Sta15,14
Sta98,Sta118,14
Sta118,Sta98,14
Sta47,Sta163,14
Sta163,Sta47,14
Sta130,Sta63,14
Sta63,Sta130,14
Sta82,Sta75,14
Sta75,Sta82,14
Sta114,Sta131,14
Sta131,Sta114,14
Sta98,Sta63,14
Sta63,Sta98,14
Sta112,Sta42,14
Sta42,Sta112,14
Sta29,Sta9,14
Sta9,Sta29,14
Sta101,Sta20,14
Sta20,Sta101,14
Sta139,Sta68,14
Sta68,Sta139,14
Sta137,Sta26,14
Sta26,Sta137,14
Sta108,Sta98,14
Sta98,Sta108,14
Sta18,Sta9,14
Sta9,Sta18,14
Sta84,Sta72,14
Sta72,Sta84,14
Sta30,Sta91,14
Sta91,Sta30,14
Sta71,Sta51,14
Sta51,Sta71,14
Sta129,Sta79,14
Sta79,Sta129,14
Sta3,Sta120,14
Sta120,Sta3,14
Sta67,Sta108,14
Sta108,Sta67,14
Sta41,Sta60,14
Sta60,Sta41,14
Sta56,Sta13,14
Sta13,Sta56,14
Sta134,Sta23,14
Sta23,Sta134,14
Sta100,Sta162,14
Sta162,Sta100,14
Sta5,Sta40,14
Sta40,Sta5,14
Sta149,Sta34,14
Sta34,Sta149,14
Sta84,Sta86,14
Sta86,Sta84,14
Sta161,Sta50,14
Sta50,Sta161,14
Sta1,Sta86,14
Sta86,Sta1,14
Sta167,Sta26,14
Sta26,Sta167,14
Sta56,Sta101,14
Sta101,Sta56,14
Sta39,Sta90,14
Sta90,Sta39,14
Sta92,Sta127,14
Sta127,Sta92,14
Sta162,Sta135,14
Sta135,Sta162,14
Sta91,Sta73,14
Sta73,Sta91,14
Sta20,Sta140,14
Sta140,Sta20,14
Sta77,Sta70,14
Sta70,Sta77,14
Sta157,Sta95,14
Sta95,Sta157,14
Sta8,Sta45,14
Sta45,Sta8,14
Sta40,Sta86,14
Sta86,Sta40,14
Sta59,Sta26,14
Sta26,Sta59,14
Sta113,Sta95,14
Sta95,Sta113,14
Sta107,Sta1,14
Sta1,Sta107,14
Sta36,Sta140,14
Sta140,Sta36,14
Sta86,Sta25,14
Sta25,Sta86,14
Sta83,Sta79,14
Sta79,Sta83,14
Sta146,Sta92,14
Sta92,Sta146,14
Sta63,Sta9,14
Sta9,Sta63,14
Sta70,Sta118,14
Sta118,Sta70,14
Sta25,Sta93,14
Sta93,Sta25,14
Sta95,Sta3,14
Sta3,Sta95,14
Sta54,Sta90,14
Sta90,Sta54,14
Sta114,Sta3,14
Sta3,Sta114,14
Sta47,Sta29,14
Sta29,Sta47,14
Sta95,Sta23,14
Sta23,Sta95,14
Sta46,Sta168,14
Sta168,Sta46,14
Sta90,Sta69,14
Sta69,Sta90,14
Sta76,Sta24,14
Sta24,Sta76,14
Sta168,Sta26,14
Sta26,Sta168,14
Sta126,Sta129,14
Sta129,Sta126,14
Sta123,Sta151,14
Sta151,Sta123,14
Sta97,Sta128,14
Sta128,Sta97,14
Sta23,Sta135,14
Sta135,Sta23,14
Sta35,Sta158,14
Sta158,Sta35,14
Sta135,Sta126,14
Sta126,Sta135,14
Sta115,Sta167,14
Sta167,Sta115,14
Sta108,Sta63,14
Sta63,Sta108,14
Sta64,Sta34,14
Sta34,Sta64,14
Sta161,Sta61,14
Sta61,Sta161,14
Sta85,Sta145,14
Sta145,Sta85,14
Sta57,Sta48,14
Sta48,Sta57,14
Sta5,Sta53,14
Sta53,Sta5,14
Sta46,Sta157,14
Sta157,Sta46,14
Sta146,Sta46,14
Sta46,Sta146,14
Sta78,Sta108,14
Sta108,Sta78,14
Sta54,Sta126,14
Sta126,Sta54,14
Sta6,Sta88,14
Sta88,Sta6,14
Sta43,Sta16,14
Sta16,Sta43,14
Sta20,Sta37,14
Sta37,Sta20,14
Sta100,Sta118,14
Sta118,Sta100,14
Sta115,Sta26,14
Sta26,Sta115,14
Sta159,Sta81,14
Sta81,Sta159,14
Sta50,Sta21,14
Sta21,Sta50,14
Sta5,Sta3,14
Sta3,Sta5,14
Sta46,Sta1,14
Sta1,Sta46,14
Sta98,Sta41,14
Sta41,Sta98,14
Sta22,Sta66,14
Sta66,Sta22,14
Sta166,Sta77,14
Sta77,Sta166,14
Sta29,Sta18,14
Sta18,Sta29,14
Sta153,Sta35,14
Sta35,Sta153,14
Sta32,Sta22,14
Sta22,Sta32,14
Sta16,Sta17,14
Sta17,Sta16,14
Sta154,Sta5,14
Sta5,Sta154,14
Sta67,Sta21,14
Sta21,Sta67,14
Sta126,Sta47,14
Sta47,Sta126,14
Sta118,Sta31,14
Sta31,Sta118,14
Sta68,Sta123,15
Sta123,Sta68,15
Sta164,Sta140,15
Sta140,Sta164,15
Sta167,Sta44,15
Sta44,Sta167,15
Sta110,Sta74,15
Sta74,Sta110,15
Sta104,Sta74,15
Sta74,Sta104,15
Sta114,Sta98,15
Sta98,Sta114,15
Sta23,Sta111,15
Sta111,Sta23,15
Sta15,Sta100,15
Sta100,Sta15,15
Sta165,Sta134,15
Sta134,Sta165,15
Sta157,Sta85,15
Sta85,Sta157,15
Sta55,Sta26,15
Sta26,Sta55,15
Sta42,Sta142,15
Sta142,Sta42,15
Sta114,Sta20,15
Sta20,Sta114,15
Sta44,Sta109,15
Sta109,Sta44,15
Sta129,Sta83,15
Sta83,Sta129,15
Sta114,Sta2,15
Sta2,Sta114,15
Sta15,Sta26,15
Sta26,Sta15,15
Sta3,Sta1,15
Sta1,Sta3,15
Sta9,Sta5,15
Sta5,Sta9,15
Sta54,Sta40,15
Sta40,Sta54,15
Sta54,Sta114,15
Sta114,Sta54,15
Sta126,Sta30,15
Sta30,Sta126,15
Sta135,Sta4,15
Sta4,Sta135,15
Sta121,Sta109,15
Sta109,Sta121,15
Sta10,Sta69,15
Sta69,Sta10,15
Sta144,Sta115,15
Sta115,Sta144,15
Sta54,Sta37,15
Sta37,Sta54,15
Sta84,Sta141,15
Sta141,Sta84,15
Sta76,Sta81,15
Sta81,Sta76,15
Sta141,Sta131,15
Sta131,Sta141,15
Sta126,Sta20,15
Sta20,Sta126,15
Sta83,Sta97,15
Sta97,Sta83,15
Sta100,Sta85,15
Sta85,Sta100,15
Sta115,Sta72,15
Sta72,Sta115,15
Sta86,Sta167,15
Sta167,Sta86,15
Sta115,Sta55,15
Sta55,Sta115,15
Sta55,Sta69,15
Sta69,Sta55,15
Sta5,Sta18,15
Sta18,Sta5,15
Sta127,Sta52,15
Sta52,Sta127,15
Sta126,Sta18,15
Sta18,Sta126,15
Sta20,Sta40,15
Sta40,Sta20,15
Sta67,Sta63,15
Sta63,Sta67,15
Sta110,Sta107,15
Sta107,Sta110,15
Sta147,Sta141,15
Sta141,Sta147,15
Sta146,Sta93,15
Sta93,Sta146,15
Sta162,Sta5,15
Sta5,Sta162,15
Sta123,Sta53,15
Sta53,Sta123,15
Sta94,Sta103,15
Sta103,Sta94,15
Sta79,Sta144,15
Sta144,Sta79,15
Sta37,Sta17,15
Sta17,Sta37,15
Sta5,Sta22,15
Sta22,Sta5,15
Sta118,Sta157,15
Sta157,Sta118,15
Sta29,Sta108,15
Sta108,Sta29,15
Sta76,Sta105,15
Sta105,Sta76,15
Sta134,Sta113,15
Sta113,Sta134,15
Sta69,Sta137,15
Sta137,Sta69,15
Sta158,Sta135,15
Sta135,Sta158,15
Sta61,Sta51,15
Sta51,Sta61,15
Sta18,Sta107,15
Sta107,Sta18,15
Sta53,Sta1,15
Sta1,Sta53,15
Sta32,Sta67,15
Sta67,Sta32,15
Sta126,Sta163,15
Sta163,Sta126,15
Sta8,Sta152,15
Sta152,Sta8,15
Sta156,Sta51,15
Sta51,Sta156,15
Sta119,Sta133,15
Sta133,Sta119,15
Sta108,Sta27,15
Sta27,Sta108,15
Sta154,Sta106,15
Sta106,Sta154,15
Sta18,Sta129,15
Sta129,Sta18,15
Sta98,Sta81,15
Sta81,Sta98,15
Sta107,Sta79,15
Sta79,Sta107,15
Sta138,Sta91,15
Sta91,Sta138,15
Sta89,Sta47,15
Sta47,Sta89,15
Sta78,Sta144,15
Sta144,Sta78,15
Sta90,Sta55,15
Sta55,Sta90,15
Sta115,Sta63,15
Sta63,Sta115,15
Sta27,Sta18,15
Sta18,Sta27,15
Sta129,Sta123,15
Sta123,Sta129,15
Sta12,Sta41,15
Sta41,Sta12,15
Sta5,Sta46,15
Sta46,Sta5,15
Sta126,Sta86,15
Sta86,Sta126,15
Sta127,Sta5,15
Sta5,Sta127,15
Sta135,Sta17,15
Sta17,Sta135,15
Sta133,Sta144,15
Sta144,Sta133,15
Sta30,Sta127,15
Sta127,Sta30,15
Sta56,Sta137,15
Sta137,Sta56,15
Sta163,Sta1,15
Sta1,Sta163,15
Sta79,Sta115,15
Sta115,Sta79,15
Sta119,Sta155,15
Sta155,Sta119,15
Sta162,Sta93,15
Sta93,Sta162,15
Sta115,Sta90,15
Sta90,Sta115,15
Sta1,Sta123,15
Sta123,Sta1,15
Sta77,Sta13,15
Sta13,Sta77,15
Sta30,Sta47,16
Sta47,Sta30,16
Sta118,Sta46,16
Sta46,Sta118,16
Sta4,Sta87,16
Sta87,Sta4,16
Sta47,Sta9,16
Sta9,Sta47,16
Sta57,Sta27,16
Sta27,Sta57,16
Sta168,Sta4,16
Sta4,Sta168,16
Sta11,Sta33,16
Sta33,Sta11,16
Sta34,Sta49,16
Sta49,Sta34,16
Sta54,Sta55,16
Sta55,Sta54,16
Sta134,Sta141,16
Sta141,Sta134,16
Sta2,Sta84,16
Sta84,Sta2,16
Sta95,Sta17,16
Sta17,Sta95,16
Sta133,Sta32,16
Sta32,Sta133,16
Sta20,Sta137,16
Sta137,Sta20,16
Sta118,Sta95,16
Sta95,Sta118,16
Sta12,Sta156,16
Sta156,Sta12,16
Sta73,Sta32,16
Sta32,Sta73,16
Sta84,Sta40,16
Sta40,Sta84,16
Sta80,Sta108,16
Sta108,Sta80,16
Sta159,Sta64,16
Sta64,Sta159,16
Sta132,Sta56,16
Sta56,Sta132,16
Sta75,Sta94,16
Sta94,Sta75,16
Sta32,Sta63,16
Sta63,Sta32,16
Sta157,Sta90,16
Sta90,Sta157,16
Sta72,Sta41,16
Sta41,Sta72,16
Sta115,Sta134,16
Sta134,Sta115,16
Sta136,Sta17,16
Sta17,Sta136,16
Sta138,Sta66,16
Sta66,Sta138,16
Sta54,Sta31,16
Sta31,Sta54,16
Sta23,Sta15,16
Sta15,Sta23,16
Sta14,Sta91,16
Sta91,Sta14,16
Sta29,Sta100,16
Sta100,Sta29,16
Sta39,Sta142,16
Sta142,Sta39,16
Sta1,Sta25,16
Sta25,Sta1,16
Sta115,Sta78,16
Sta78,Sta115,16
Sta30,Sta63,16
Sta63,Sta30,16
Sta72,Sta134,16
Sta134,Sta72,16
Sta41,Sta148,16
Sta148,Sta41,16
Sta72,Sta100,16
Sta100,Sta72,16
Sta100,Sta26,16
Sta26,Sta100,16
Sta23,Sta96,16
Sta96,Sta23,16
Sta70,Sta17,16
Sta17,Sta70,16
Sta63,Sta29,16
Sta29,Sta63,16
Sta77,Sta99,16
Sta99,Sta77,16
Sta86,Sta134,16
Sta134,Sta86,16
Sta40,Sta113,16
Sta113,Sta40,16
Sta115,Sta1,16
Sta1,Sta115,16
Sta5,Sta118,16
Sta118,Sta5,16
Sta63,Sta163,16
Sta163,Sta63,16
Sta134,Sta17,16
Sta17,Sta134,16
Sta29,Sta23,16
Sta23,Sta29,16
Sta162,Sta17,16
Sta17,Sta162,16
Sta5,Sta131,16
Sta131,Sta5,16
Sta69,Sta101,16
Sta101,Sta69,16
Sta48,Sta79,16
Sta79,Sta48,16
Sta54,Sta70,16
Sta70,Sta54,16
Sta1,Sta18,16
Sta18,Sta1,16
Sta115,Sta31,16
Sta31,Sta115,16
Sta2,Sta88,16
Sta88,Sta2,16
Sta37,Sta118,16
Sta118,Sta37,16
Sta133,Sta92,16
Sta92,Sta133,16
Sta82,Sta20,16
Sta20,Sta82,16
Sta3,Sta162,16
Sta162,Sta3,16
Sta92,Sta86,16
Sta86,Sta92,16
Sta13,Sta152,16
Sta152,Sta13,16
Sta36,Sta111,16
Sta111,Sta36,16
Sta119,Sta22,16
Sta22,Sta119,16
Sta56,Sta86,16
Sta86,Sta56,16
Sta58,Sta59,16
Sta59,Sta58,16
Sta90,Sta137,16
Sta137,Sta90,16
Sta87,Sta117,16
Sta117,Sta87,16
Sta72,Sta168,16
Sta168,Sta72,16
Sta77,Sta82,16
Sta82,Sta77,16
Sta32,Sta93,16
Sta93,Sta32,16
Sta165,Sta59,16
Sta59,Sta165,16
Sta120,Sta63,16
Sta63,Sta120,16
Sta40,Sta46,16
Sta46,Sta40,16
Sta63,Sta126,16
Sta126,Sta63,16
Sta70,Sta26,16
Sta26,Sta70,16
Sta56,Sta157,16
Sta157,Sta56,16
Sta143,Sta66,16
Sta66,Sta143,16
Sta95,Sta40,16
Sta40,Sta95,16
Sta113,Sta117,16
Sta117,Sta113,16
Sta63,Sta168,16
Sta168,Sta63,16
Sta89,Sta26,16
Sta26,Sta89,16
Sta40,Sta17,16
Sta17,Sta40,16
Sta40,Sta134,16
Sta134,Sta40,16
Sta93,Sta116,16
Sta116,Sta93,16
Sta36,Sta28,16
Sta28,Sta36,16
Sta25,Sta72,16
Sta72,Sta25,16
Sta26,Sta162,16
Sta162,Sta26,16
Sta93,Sta135,16
Sta135,Sta93,16
Sta71,Sta155,16
Sta155,Sta71,16
Sta159,Sta150,16
Sta150,Sta159,16
Sta30,Sta129,16
Sta129,Sta30,16
Sta15,Sta92,16
Sta92,Sta15,16
Sta72,Sta116,16
Sta116,Sta72,16
Sta86,Sta93,16
Sta93,Sta86,16
Sta30,Sta108,16
Sta108,Sta30,16
Sta115,Sta159,16
Sta159,Sta115,16
Sta77,Sta55,16
Sta55,Sta77,16
Sta135,Sta19,16
Sta19,Sta135,16
Sta118,Sta84,16
Sta84,Sta118,16
Sta122,Sta82,16
Sta82,Sta122,16
Sta42,Sta141,16
Sta141,Sta42,16
Sta39,Sta98,16
Sta98,Sta39,16
Sta127,Sta78,16
Sta78,Sta127,16
Sta86,Sta146,16
Sta146,Sta86,16
Sta127,Sta1,16
Sta1,Sta127,16
Sta38,Sta19,16
Sta19,Sta38,16
Sta15,Sta131,16
Sta131,Sta15,16
Sta62,Sta84,16
Sta84,Sta62,16
Sta83,Sta81,16
Sta81,Sta83,16
Sta59,Sta114,16
Sta114,Sta59,16
Sta70,Sta152,16
Sta152,Sta70,16
Sta23,Sta100,16
Sta100,Sta23,16
Sta106,Sta150,16
Sta150,Sta106,16
Sta126,Sta9,16
Sta9,Sta126,16
Sta70,Sta164,16
Sta164,Sta70,16
Sta138,Sta98,16
Sta98,Sta138,16
Sta22,Sta91,16
Sta91,Sta22,16
Sta85,Sta19,16
Sta19,Sta85,16
Sta91,Sta3,16
Sta3,Sta91,16
Sta123,Sta154,16
Sta154,Sta123,16
Sta92,Sta67,16
Sta67,Sta92,16
Sta168,Sta19,16
Sta19,Sta168,16
Sta126,Sta17,16
Sta17,Sta126,16
Sta95,Sta141,16
Sta141,Sta95,16
Sta40,Sta78,16
